,Artist,Genre,Lyric
10,10000 Maniacs,Rock,Jenny. Jenny you don't know the nights I hide. below a second story room. to whistle you down. the man who's let to divvy up. time is a miser. he's got a silver coin. only lets it shine for hours. while you sleep it away. there's one rare and odd style of living. part only known to the everybody Jenny. a comical where's the end parade. of the sort people here would think unusual. Jenny. tonight upon the mock brine of a Luna Sea. far off we sail on to Back O' The Moon. Jenny. Jenny you don't know the days I've tried. telling backyard tales. so to maybe amuse. o your mood is never giddy. if you smile I'm delighted. but you'd rather pout. such a lazy child. you dare fold your arms. tisk and say that I lie. there's one rare and odd style of thinking. part only known to the everybody Jenny. the small step and giant leap takers. got the head start in the race toward it. Jenny. tonight upon the mock brine of a Luna Sea. far off we sail on to the Back O' The Moon. that was a sigh. but not meant to envy you. when your age was mine. some things were sworn true. morning would come. and calendar pages had. new printed seasons on. their opposite sides. Jenny. Jenny you don't know the nights I hide. below a second story room. to whistle you down. o the man who's let to divvy up. time is a miser. he's got a silver coin. lets it shine for hours. while you sleep it away. there's one rare and odd style of living. part only known to the everybody Jenny. out of tin ships jump the bubble head boys. to push their flags into powdered soils and cry. no second placers. no smart looking geese in bonnets. dance with pigs in high button trousers. no milk pail for the farmer's daughter. no merry towns of sweet walled houses. here I've found. Back O' the Moon. not here. I've found. Back O' the Moon
11,10000 Maniacs,Rock,Steep is the water tower. painted off blue to match the sky. can't ignore the train. night walks in the valley silent. you could swear the earth just moved. can't ignore the train. dust to be kicked up. in the crack faced. idle sinister town. screen door to the rail station. devil in her shoe. ran along side the wasted tracks. hem pins darted her calves. can't ignore the train. one spoiled girl with the tidiest apology. some how wedged inside her throat. can't ignore the train. patience their virtue. but I never could abide by that. dungeon life with electric light. a clean towel and a basin. mantle figures mind their place. laughs where they belong. through adventure we are not adventuresome. rage to share with a wardrobe mirror. in a room so beige and cold. can't ignore the train. window days saw the children pick their. street games on thirty afternoons. Molly the boys are. starting in the rhymic again. teasing more and more..... the second daughter. how she fell. young locked in Some Folk's Prison. made to dwell. til they're braiding. her grey hair. sitting in the wishing chair. sitting in the wishing chair. sitting in the wishing chair.
12,10000 Maniacs,Rock,one time. you made me cry. be proud that I. remember. my chin is sore. the bruise is gone. but the spot is tender. gave my hand a sister coy. to Cotton Alley where. you did enjoy. your wicked games. you curious boy. tied my laces up together. when I fell. you laughed. until your belly was sore. in the brick laid aisle behind. the five and dime store. that's how. I made you blush. but doubt if you. remember. were my tears genuine. or those of a skilled. pretender. nothing precious. plain to see. don't make a fuss over me. not loud. not soft. but somewhere in between. say sorry. let it be. the word you mean. I was a little pest who. never took a hint. could never. take a hint. you pinched my fingers. in a door. tossed my coloring book in a. rusty barrel. pulled spiders from my hair. fingers in the door. my favorite blue blouse. stained on the back. running from a berry war. can you hear me scream. in Cotton Alley. scream in Cotton Alley. in Cotton Alley
13,10000 Maniacs,Rock,Like a weasel in the clover You tilt toss. pop turn over Sit down Tremble and weave like a moth By flame deceived. Sit down Spill with your words caught up Dance in your room Slide like. you're buttered up Roll back the tomb Sit down Bolt scuff jilt chase. circle riddle Shake in haste Sit down When the thunderclouds sound. Ants scatter to high ground..
14,10000 Maniacs,Rock,There were women holding. rosaries On the day Manolette died Teenage girls in soft white dresses. Standing silent peace respecting Groups of boys held in their hands. The fragments of a shattered idol The old men with their traditions. challenged Refrained from tears Neck neck hook Poles of wood The. Picadores stood eyes ablaze To view brutal contest In the vale of. years Courage unfailing Agility exhausted Youth entered challenge. Reached for title shelved Patrons in attendance To disarm a common. myth Homage played to the victor of immortality Cloaked in bold tones. In the stockyard the beasts Did climb their barriers Bid by a frenzied. ring Bred for one purpose only To die in man's sport Dash against his. spindle An instant fell to wounding On the day Swords penetrating On. the day Torches igniting On the day Flower wreaths encircling The day. On the day..
15,10000 Maniacs,Rock,I was walkin' down the street. Concentratin' on truckin' right. I heard a dark voice beside of me. And I looked round in a state of fright. I saw four faces one mad. A brother from the gutter. They looked me up and down a bit. And turned to each other. I say. I don't like cricket oh no. I love it. I don't like cricket oh no. I love it. Don't you walk thru my words. You got to show some respect. Don't you walk thru my words. `Cause you ain't heard me out yet. Well he looked down at my silver chain. He said I'll give you one dollar. I said you've got to be jokin' man. It was a present from me Mother. He said I like it I want it. I'll take it off your hands. And you'll be sorry you crossed me. You'd better understand that you're alone. A long way from home. And I say. I don't like reggae no no. I love it. I don't like reggae oh no. I love it. Don't you cramp me style. Don't you queer on me pitch. Don't you walk thru my words. `Cause you ain't heard me out yet. I hurried back to the swimming pool. Sinkin' pina coladas. I heard a dark voice beside me say. Would you like something harder. She said I've got it you want it. My harvest is the best. And if you try it you'll like it. And wallow in a Dreadlock Holiday. And I say. Don't like Jamaica oh no. I love her. Don't like Jamaica oh no. I love her oh yea. Don't you walk thru her words. You got to show some respect. Don't you walk thru her words. `Cause you ain't heard her out yet. I don't like cricket. I love it (Dreadlock Holiday). I don't like reggae. I love it (Dreadlock Holiday). Don't like Jamaica. I love her (Dreadlock Holiday)
16,10000 Maniacs,Rock,why are some men born. with minds that earn degrees. the loving cups. gilded plaques. grace their study walls. hide the cracks. while their genius is turned. to works of tyranny then. off to market to market. go selling these. with words so fiery and persuasive. they steal cunningly. riches no one can exceed. and why are some men born. with a fate of poverty. one firm bed. for a swollen back. year by year. the bodies wracked while. their obedience is had. with gradual defeat. by the pace by the pace. and the urgency. through a muddled thought. they phrase it. God knows we're deceived. barter for. what they need. and where they go. disdain and jeering. for fools to call. the noble peasantry. o how it puzzles me. I pressed flat the accordion pleats. that had gathered in his cotton sleeves. while he thumbed. yes thumbed I wouldn't say caressed. the final piece. a mountain's crest. soon to reply assuredly. o for man aged ninety years. no words to waste on sermons. he'd be pleased to answer. short and sincere. girl there's a nonsense. in all these heaven measures. it's a heathen creed. so your grandma says. but better to live by.... drink it all in before it's dry. he ended there with a rattle. cough cough. I took away the long gone cold coffee cup. as a trail of Camel ashes fell. on the floor
17,10000 Maniacs,Rock,there was light. and atomic fission. swelling wind and. rising ash. tide of black rain. cement seared shadow traces. reminiscent of their. last commands. instantly one thousand. flames arising. ill scent of. burning hides surrounding. a settlement. debased entirely. Enola Gay had made a casual delivery. please build a future darling. with our bomb. cherish and love it. for the sake of. earth bound kingdom come. the undersides of. fallen metal trusses. evil debris of. human bodies. each window's glass. shards pelted. secure confines. brittle collapse. neighbors lay beside. each other unknowing. faces scorched. of all familiar bearing. too few hands. wounds for closing. marred by thirsting. anguish. fear. lamenting. here we stand. at the door to. Gold Atomic Age. don't spoil your faces with worry. trust in earth bound kingdom come
18,10000 Maniacs,Rock,[ music: John Lombardo/lyric: Natalie Merchant ]. . imitate that soured old song. there is no individuality. only guises. shades of. nonconformity. there is no individuality. selling vantage points. low rate. there is no individuality. questions ancient. no words claimed. perform motions borrowed. thoughts following. ima tima ima tima intima. dation. respected. head-he-go-round-men. gesture display. customer. limits appeal. media dictates the latest. role. totalitarian. motions borrowed. selling vantage points. low rate. for you. media begged. suffered. numbers. pain.
19,10000 Maniacs,Rock,lyrics/music - Mimi Fari&ntilde;a. In the quiet morning. there was much despair. and in the hours that followed. no one could repair. That poor girl. tossed by the tides of misfortune. Barely here to tell her tale. Rolled in on a sea of disaster. Rolled out on a mainline rail. She once walked tight by my side. I'm sure she walked by you. Her striding steps could not deny. Torment from a child who knew. That in the quiet morning. there would be despair. and in the hour that followed. no one could repair. That poor girl. she cried out her song so loud. it was heard the whole world round. [ A symphony of violence. The great southwest unbound ]. In the quiet morning. there was much despair. and in the hour that followed. no one could repair. That poor girl. tossed by the tides of misfortune. Barely here to tell her tale. Rolled in on a sea of disaster. Rolled out on a mainline rail.
20,10000 Maniacs,Rock,"""Greta's cedar hope chest. Is full of pamphlets. Glass shelves of romantic vignettes. A journal laced with sedimentary prose. Norma gathers and collects vintage photoplays. Hair combs valentines. Lillian allows the animals to scratch. Leather crack. Mail collect in the box coatings peel. Agnes veiled cathedral dweller. Smiles with benevolent pain. It's Katrina's fair. Tuesday morning. As she with caution unlatches the flat door. She alone cascades to the basement. Careful not to spoil her. Calico printed pinafore. Composite traits mannerists. All others dissipate. Margauritte vigilant dwells upon frigid casements. Sarah's thoughts in the velocity. Accusations always pierce and pass. Clara abandons her passions for distastes. Miss Lenora P. Sinclair. Early for coffee in the pool. """"I'm resituating all your words"""". Capital Space Colon Paragraph. Sylvia keeps beasts in jars labeled. Kingdom phylum class order family genus species"""
21,10000 Maniacs,Rock,come as we go far away. from the noise of the street. walk a path so narrow. to a place where we feel at ease. some think it is haunting. to be drawn to the cemetery ground. as we. there's a stillness here. thankful found. child's pose angelic. a stone lamb at her feet. part the matted overgrowth. to read the carven elegy. some think it so haunting. to be drawn to the cemetery ground. as we. there's a stillness here. thankful found. born in New Albion. of Rice family elite. wed to Myron Bilowe. thrice with sons. blessed was she. some think it so haunting. to be drawn to the cemetery ground. as we. God's acre is a fenced in. hollow ground. here soon to rise up. Amelia tender and sweet. her last words spoke. all is well. all is peace. some think it so haunting. to be drawn to the cemetery ground. as we. God's acre is a fenced in. hollow ground
22,10000 Maniacs,Rock,"""the legs of Maddox kitchen tables. my whole life twisted on a lathe. in a foreman's torrent. my first English was. """"faster boy if you want your pay"""". barking commands. loud and simple. we could all obey. then I was forever pulling silvers. rubbed the sawdust always. deeper in my eye. varnish vapor that could linger. on my skin. it held tight. the whine of spinning blades. still echoes to bother my sleep at night. see that ox. stamped dead center. on the letter head of the company mail. four decades a spitting image. of the animal I portrayed. at Maddox Table a yoke was carved. for my neck. sun through the window oil spattered. and in mason jars. tricked plenty seeds thrive. the standing joke. around the shop was. with my green thumb. anything'd grow. my part was to laugh. show and ornery jig had. cut it at the knuckle bone. see that ox. trade mark burned. into every stick of furniture. from horn to tail. four decades a spitting image. of the animal I portrayed. at Maddox Table a yoke was carved. for my neck. was tailor made. o my Dolly was a weak. not a burdened girl. treat her to a piece of vaudville. a Wintergarden moving picture show. Bemus Point on July Sundays. by trolley we'd go. to your benefit we's strike or bargain. with the waving fist a union man. not just for. smokes spirits candy and cologne. but for. automobile keys. cash in the bank. and the deed. on a place called home"""
23,10000 Maniacs,Rock,I could feel at the time. There was no way of knowing. Fallen leaves in the night. Who can say where they're blowing. As free as the wind. Hopefully learning. Why the sea on the tide. Has no way of turning. More than this. You know there's nothing. More than this. Tell me one thing. More than this. You know there's nothing. It was fun for a while. There was no way of knowing. Like a dream in the night. Who can say where we're going. No care in the world. Maybe I'm learning. Why the sea on the tide. Has no way of turning. More than this. You know there's nothing. More than this. Tell me one thing. More than this. You know there's nothing. More than this. You know there's nothing. More than this. Tell me one thing. More than this. There's nothing.
24,10000 Maniacs,Rock,she borders the pavement. flanks avenues. the parades pass. white glove attended by. my mother the war. she'll raise a shaft. lift a banner. toss a rose. my mother the war. she knows every neighbor. chats at their doors. compare. econosize electric appliances. come share tea. and a seat by my. cradle with. my mother the war. forsaken vigil. three years each tour. hands of God enfold him. prayed mother of the war. haunt a doorway. beg a postman. is there word. for mother the war. 5 black stars. in bitter defiance. she's spitting the corps. wet a brood. short league for combat. my mother the war. well acquainted. with sorrow. with grief. my mother the war. folded lace. carrion and. blood soaked robes. folded lace. carrion. blood soaked. shroud. my mother the war
25,10000 Maniacs,Rock,Honor salute and speak. To the corner standing flag. Do you remember how the days of school were. Indivisible separate worlds. Compare contrast. These dreams absurd. Placid classroom faces. Breathe in the features. Of a demographics death map trilogy. Children read them well. Not to bury 3 of 4 sons. As the likes of chivalry. Not to take 6 of 30 bills. To manufacture Corpus Christi. And so you think it can be so serene. History's most intolerable famine. Has clutched our global tranquility. Reaped the lives of children. Maladies collaborate. With cyclic despair. Infanticide clamors to 20 times more. In 4th and 5th Worlds. The poor have always been. Beside us. Amid us. Death has always been. As million cease 15 million that's an annual reap. Add divide multiply sum 41 thousand!
26,10000 Maniacs,Rock,Lineage closed. Dissolved In its birth. Tragedy. Prelude a balance Is a synergy. Of reason. Malicious hope. As techno atrocities. Lapse their effects. Associate these ends. Their clarity. Demands your revenge. Please compensate. Not. Deny. Jungle. Revenge. Infanticide. Crosses. Very thin walls. Latent casualties. Arrive. From fatal initiation. No longer recessive. Genetic aliens abandoned. Plain deceit. IN the mirage of. A just one time cause. We'd all changed. The clocks. No ladies auxiliary to kiss. Their blistered cheeks. Gone
27,10000 Maniacs,Rock,in the cruel garrison of affection. if worth of lore is true. you know the face of a temptress. pit viper. a witch or enchantress. pit viper. with the malign venom of conceit. she tries. civil men. conceal fear. misgivings. when night entreats them. a greater chill sustains. stains her. darkness. shall not inhibit death blow. know this skin does not restrict her. tear and shed the coil. fall of garland leaves. below the soil
28,10000 Maniacs,Rock,[ music: Dennis Drew/lyric: Natalie Merchant ]. . science. is truth for life. watch religion fall obsolete. science. will be truth for life. technology as nature. science. truth for life. in fortran tongue the. answer. with wealth and prominence. man so near perfection. possession. it's an absence of interim. secure no demurrer. defense against divine. defense against his true. image. human conflict number five. discovery. dissolved all illusion. mystery. destroyed with conclusion. and illusion never restored. any modern man can see. that religion is. obsolete. piety. obsolete. ritual. obsolete. martyrdom. obsolete. prophetic vision. obsolete. mysticism. obsolete. commitment. obsolete. sacrament. obsolete. revelation. obsolete.
29,10000 Maniacs,Rock,"""[ Lombardo/Merchant ]. . Oh my dear friend. My dear friend Giorgio. How has this time Breton. Discouraged your liaison with the. Eye styled metaphysical. Incongruous scenarios. Dauntly jaunt about through nostalgic despair. Within childlike renderings. Of a nightmarish recall. """"All my images Fragments. I've shored upon my ruins. Pictor classicus sum. I am pure"""". Step solemn with the. Air of reluctant manes. As rod and hoop shadow children. Scatter through a henna arcade. Figures indentured to a windless landscape. Enduring silence and flame. Da Da da. No loyalty to the nonsensical. Scorned their nihilist pageantry."""
30,10000 Maniacs,Rock,Instrumental
31,10000 Maniacs,Rock,A woman of beauty. A woman of pain. In france or jakarta. Her shadow’s the same. Chorus:. You go home with sally ann. You go home with sally ann. You go home. A woman of kindness. With bracelets of jade. In china or japan. Her choices are made. Chorus. A woman of chances. No family or friends. In argentina. She knows only men. Chorus. A woman of color. Debts to be paid. In trenton or detroit. She lives by the blade
32,10000 Maniacs,Rock,power. dizzy with it stumble. detail. a chance for us to quarrel. anger. my head is shaken violent. if i could calm or restrain you. for the sake of pity. save the pistol. save the cynics tongue. save the cool white stare. and treat me to an honest face sometime. amaze me now. trust is. the greatest human error. empty. used me as a vessel. ruthless. you're not known for subtlety. if i could calm or restrain you. for the sake of pity. save the pistol. save the cynic's tongue. save the cool white stare. and treat me to an honest face sometime. amaze me now. artful. well there's quite a skill to torture. half smile. was it all you could deliver. token. so hard to be pleasant. if you could calm or restrain it. for the sake of pity. save the pistol. save the cynic's tongue. save the cool white stare. and treat me to an honest face sometime. amaze me now.
33,10000 Maniacs,Rock,There like a feather you fell someone's heaven above me floating. so fickle tempting me teasing my ways thrown from. its clutches I struggle to free what escapes me. Absalom hanging like you I'm caught in between heaven. then earth then heaven between you release me untangle my hair. Absalom hanging like you I'm caught in between heaven. then earth heaven between you patient I wait. as I hold a small feather that floated from somebody's heaven
34,10000 Maniacs,Rock,Frail hinges pivot. On a case's door. Commemorative. Souvenirs from places. Containers change with occasion. Cellophane encased. Displaying paper. Certificate. Credit years of service. A tool of central enterprises. The early hope. For permanence. The words the rings. Consistency. And. Social security. The miracles high tragedy. A thought mistaken for a memory. Dress lengths assassinations. Fractured family ties and christenings. Local posts will list your friends. In order of disappearance. Lawn scattered tins feed birds. The portion baked. For absent guests. The mass edition icon. God sent comfort. Your salvation. But who grants absolution. For sins that never were committed. Tension makes a tangle. Of each thought becomes. Inconvenience. Sound never penetrates. The servile edges break and faint. A thought mistaken for a memory. Clear the dust. From smiles in boxes. Pass the patterned wall. Recall their voices
35,10000 Maniacs,Rock,as frail hinges. pivot on a case's door. commemorative. souvenirs from places. containers change. with each occasion. a cellophane encased. display of paper. certificate. to credit years of service. a tool of central enterprises. the early hope. for permanence. the words. the rings. consistency. the social security. a miracle is high tragedy. thought mistaken. for a memory. clear the dust from. smiles in boxes. pass a patterned wall. recall their voices. a local post. will list your friends. in order of. disappearance. the lawn scattered. tins feed birds. a portion baked for. absent guests. and the mass edition icon. God sent comfort. your salvation. but who grants absolution. for sins that. never were committed. tension makes a tangle. of each thought. becomes an inconvenience. sound as it never penetrates. as servile edges. break and. feint. thought mistaken. for a memory. a dress length. assassination. a fractured family tie. another christening. christening. christening. christening
36,10000 Maniacs,Rock,Bent double like old beggars in sacks. Knockkneed and cursing or coughing like hags. Men marched on sleeping some without boots. Fatigue drunken deaf still to the hoots. Of breaking gas shells. Dropping softly behind. But limped on bloodshod. All went lame all went blind. Gas quick boys fumbling helmets in time. Someone still screaming a man in fire or lime. Under a grey cloud dim dark through green light. In all my dreaming before my helpless sight. He plunges at me. Choking guttering drowning. Put in a wagon he had to keep pace. As his eyes melt to his face. If you could hear blood. Gurgling from ruptured lungs. If you could witness. Vile sores on innocent tongues. You would not tell me. Not with such pride and such zest. The lies of history. Dulce et decorum est. Pro patria mori. Some desperate glory. Pro patria mori. As witness disturbs the story. Pro patria mori. Stand firm boys breathe the glory
37,10000 Maniacs,Pop,I could feel at the time. There was no way of knowing. Fallen leaves in the night. Who can say where they're blowing. As free as the wind. Hopefully learning. Why the sea on the tide. Has no way of turning. More than this. You know there's nothing. More than this. Tell me one thing. More than this. You know there's nothing. It was fun for a while. There was no way of knowing. Like a dream in the night. Who can say where we're going. No care in the world. Maybe I'm learning. Why the sea on the tide. Has no way of turning. More than this. You know there's nothing. More than this. Tell me one thing. More than this. You know there's nothing. More than this. You know there's nothing. More than this. Tell me one thing. More than this. There's nothing.
38,10000 Maniacs,Pop,[ music: Dennis Drew/lyric: Natalie Merchant ]. . science. is truth for life. watch religion fall obsolete. science. will be truth for life. technology as nature. science. truth for life. in fortran tongue the. answer. with wealth and prominence. man so near perfection. possession. it's an absence of interim. secure no demurrer. defense against divine. defense against his true. image. human conflict number five. discovery. dissolved all illusion. mystery. destroyed with conclusion. and illusion never restored. any modern man can see. that religion is. obsolete. piety. obsolete. ritual. obsolete. martyrdom. obsolete. prophetic vision. obsolete. mysticism. obsolete. commitment. obsolete. sacrament. obsolete. revelation. obsolete.
39,10000 Maniacs,Pop,For whom do the bells toll. When sentenced to die. The stuttering rifles. Will stifle the cry. The monstrous anger. The fear's rapid rattle. A desert inferno. Kids dying like cattle. Don't tell me. We're not prepared. I've seen today's marine. He's eighteen and he's eager. He can be quite mean. No mock'ries for them. No prayers or bells. The demented choirs. The wailing of shells. The boys holding candles. On untraveled roads. The fear spreads like fire. As shrapnel explodes. I think it's wrong. To conscript our youth. Against their will. When plenty of our citizenry. Really like to kill. What sign posts will lead. To armageddon's fires. What bugles will call them. From crowded grey shires. The women sit quiet. With death on their minds. A slow dusk descending. The drawing of blinds. Make the hunters all line up. It's their idea of fun. And let those be forgiven. Who never owned a gun. Was it him or me. Or the wailing of the dead. The laughing soldiers. Cast their lots. And you can cut the dread.
